claim_id,policy_id,claim_date,loss_date,claim_type,claim_amount,settlement_date,status,policyholder_region
sdv-id-VszmrM,sdv-id-ScpAwa,2022-05-09,2022-05-06,Auto,17273.545990730716,2022-07-08,Closed,North
sdv-id-cXzBWd,sdv-id-FTpPzn,2022-05-27,2022-05-25,Home,53461.53346985024,2022-07-22,Closed,East
sdv-id-QvvtKc,sdv-id-nWmwsy,2022-03-15,2022-03-15,Health,31730.591419707504,,Closed,West
sdv-id-mmwmus,sdv-id-bZkixw,2022-05-19,2022-05-16,Health,44837.39504430551,2022-06-01,Closed,East
sdv-id-LKWfwJ,sdv-id-BSgZST,2022-05-20,2022-05-18,Home,16880.94490579071,2022-07-19,Closed,East
sdv-id-eVMEak,sdv-id-QiLXDd,2022-05-07,2022-05-05,Home,3646.4897187939496,2022-05-12,Closed,South
sdv-id-VfYzeJ,sdv-id-xawOsL,2022-03-18,2022-03-17,Health,12594.132335984288,,Closed,East
sdv-id-UWltcy,sdv-id-DpYwYQ,2022-04-25,2022-04-24,Home,12808.614530868024,2022-06-24,Closed,East
sdv-id-LlTNCI,sdv-id-LEhgJo,2022-02-14,2022-02-12,Liability,40763.01840383466,2022-05-08,Closed,West
sdv-id-GSoPkF,sdv-id-bmlepD,2022-01-02,2022-01-01,Home,42583.95731361682,2022-03-23,Closed,East
sdv-id-vXZLTM,sdv-id-DoFGfa,2022-03-09,2022-03-07,Health,27677.371587351103,2022-05-21,Closed,East
sdv-id-bRcYih,sdv-id-phYUuJ,2022-05-20,2022-05-20,Home,16143.056140216182,2022-07-05,Closed,South
sdv-id-ayKIqT,sdv-id-agIVLh,2022-07-23,2022-07-22,Health,35559.66730327529,,Closed,South
sdv-id-oZJcBn,sdv-id-qqrXhH,2022-02-07,2022-02-05,Health,370.5,,Open,South
sdv-id-prTdEk,sdv-id-AdVuQm,2022-07-13,2022-07-10,Liability,24296.249156864014,2022-08-31,Closed,West
sdv-id-nxjsaN,sdv-id-NRZuwR,2022-04-26,2022-04-26,Auto,30994.71609763546,,Closed,South
sdv-id-QAFssa,sdv-id-tmcLGC,2022-03-18,2022-03-15,Liability,22616.71833705713,2022-04-23,Closed,West
sdv-id-RLkKcf,sdv-id-gHULUn,2022-04-26,2022-04-24,Home,20596.382336051185,2022-07-04,Closed,East
sdv-id-ZeKUAt,sdv-id-PZAdMj,2022-05-30,2022-05-26,Home,370.5,,Open,South
sdv-id-lylEke,sdv-id-BfLylc,2022-01-02,2022-01-01,Health,33048.73789335723,2022-02-03,Closed,North
sdv-id-eGZKFW,sdv-id-fVPhgJ,2022-01-08,2022-01-06,Health,70752.75400109624,2022-04-19,Closed,South
sdv-id-uMylVV,sdv-id-yklnMs,2022-04-15,2022-04-15,Auto,52001.24782697663,,Closed,North
sdv-id-DUMcvs,sdv-id-ZkJzii,2022-07-23,2022-07-21,Health,35721.83895986183,2022-09-01,Closed,West
sdv-id-lqsxfj,sdv-id-NzWDul,2022-07-12,2022-07-09,Home,23341.231597358124,2022-09-14,Closed,South
sdv-id-nXzaqm,sdv-id-hUvBer,2022-04-17,2022-04-16,Health,23286.362063277324,,Closed,East
sdv-id-dpqGll,sdv-id-VfdGMd,2022-02-16,2022-02-14,Auto,17516.73509032797,,Closed,South
sdv-id-kCbMog,sdv-id-xPbwJw,2022-02-22,2022-02-20,Home,20754.00700908925,,Closed,South
sdv-id-ACxKre,sdv-id-NZrrMG,2022-05-21,2022-05-17,Auto,13035.440071312707,2022-08-12,Closed,North
sdv-id-QQMKOw,sdv-id-zGotwj,2022-03-18,2022-03-16,Home,64016.54947072075,,Closed,South
sdv-id-zKPnVO,sdv-id-pvcsmf,2022-03-25,2022-03-22,Home,42075.7032986829,2022-07-03,Closed,North
sdv-id-lFZcku,sdv-id-TwcEWc,2022-06-25,2022-06-24,Liability,43267.251772248084,2022-09-02,Closed,West
sdv-id-VjBBBX,sdv-id-SCyouj,2022-06-04,2022-06-02,Home,35140.74191344681,2022-08-22,Closed,South
sdv-id-OVGtEE,sdv-id-NAylRL,2022-03-25,2022-03-22,Auto,51161.389812784415,2022-05-14,Closed,North
sdv-id-ziXCdd,sdv-id-LfaqdS,2022-05-20,2022-05-18,Home,31454.021553048362,2022-08-13,Closed,South
sdv-id-KjqSMo,sdv-id-xlCwpo,2022-05-07,2022-05-05,Home,370.5,,Open,East
sdv-id-HxUhNY,sdv-id-wCeOTA,2022-02-27,2022-02-23,Home,48645.66968543295,,Closed,South
sdv-id-aKXIjj,sdv-id-Pavvch,2022-06-09,2022-06-07,Health,68841.16930113792,2022-07-22,Closed,East
sdv-id-bvnRhe,sdv-id-aYWVhu,2022-01-02,2022-01-01,Liability,30295.03737882767,,Open,East
sdv-id-AanfOZ,sdv-id-VaTFSy,2022-05-07,2022-05-05,Health,39452.06737339421,2022-07-18,Closed,East
sdv-id-JDFOFf,sdv-id-EWQOKO,2022-07-01,2022-06-28,Home,33343.44638682559,2022-08-27,Closed,East
sdv-id-zWwxkS,sdv-id-tnjxgO,2022-04-20,2022-04-19,Home,38184.09006216578,2022-04-21,Closed,South
sdv-id-VPmiKK,sdv-id-WeRJbr,2022-03-27,2022-03-23,Health,370.5,2022-04-16,Closed,East
sdv-id-zKpByr,sdv-id-XTRBnp,2022-05-05,2022-05-04,Health,24414.668179848617,,Open,East
sdv-id-irFFNm,sdv-id-SuQonP,2022-06-21,2022-06-19,Health,12099.036958167122,,Closed,South
sdv-id-vYnILX,sdv-id-eFEZrC,2022-05-24,2022-05-21,Home,44400.6793487522,,Open,South
sdv-id-vOaTpa,sdv-id-VPuBVl,2022-06-24,2022-06-21,Liability,40899.98824314913,2022-07-07,Closed,West
sdv-id-BXZEWU,sdv-id-HIOadD,2022-04-04,2022-04-02,Health,11814.764961043033,,Open,East
sdv-id-QCgmLP,sdv-id-GZyzhz,2022-01-03,2022-01-01,Health,67686.51820480617,2022-03-23,Closed,East
sdv-id-tLlKyI,sdv-id-ObxlCg,2022-04-13,2022-04-12,Home,53592.95884620164,,Open,South
sdv-id-qTqfIA,sdv-id-BhhhlY,2022-07-23,2022-07-22,Auto,370.5,2022-09-13,Closed,South
sdv-id-fdppLf,sdv-id-cvGFkJ,2022-03-18,2022-03-16,Auto,370.5,2022-03-28,Closed,North
sdv-id-REeVyf,sdv-id-wiEzPH,2022-07-23,2022-07-22,Auto,58020.27059355835,2022-08-31,Closed,North
sdv-id-LMDbOd,sdv-id-TEXAlN,2022-03-25,2022-03-23,Home,10325.06385944007,,Open,South
sdv-id-WOmEOJ,sdv-id-Cnqnze,2022-04-21,2022-04-20,Home,35294.67521210623,2022-05-09,Closed,South
sdv-id-zZsDuP,sdv-id-GBUCli,2022-05-05,2022-05-05,Liability,47809.46376105534,2022-08-16,Closed,West
sdv-id-AVkXXm,sdv-id-yoqKss,2022-05-19,2022-05-17,Auto,25105.735238069312,2022-05-27,Closed,North
sdv-id-UcMUKA,sdv-id-cbjjWk,2022-03-10,2022-03-09,Auto,36134.09670816067,,Open,South
sdv-id-UyTFSY,sdv-id-EHxRKk,2022-01-02,2022-01-01,Auto,7602.120200311136,2022-03-24,Closed,South
sdv-id-BvjCmT,sdv-id-roSBbI,2022-03-19,2022-03-18,Auto,34160.81109200943,2022-05-13,Closed,North
sdv-id-lqTrzv,sdv-id-deugyo,2022-03-16,2022-03-14,Health,46943.72914344737,,Closed,East
sdv-id-QmGBlz,sdv-id-NNqcpc,2022-04-11,2022-04-09,Liability,59081.002679232144,2022-07-14,Closed,East
sdv-id-CBuQiu,sdv-id-AwUPZK,2022-01-28,2022-01-26,Auto,17116.500220893962,2022-03-26,Closed,North
sdv-id-wszTzg,sdv-id-sAwJSR,2022-07-06,2022-07-04,Health,53065.90927016354,2022-07-30,Closed,West
sdv-id-KXYXyU,sdv-id-JgRMkR,2022-07-23,2022-07-22,Health,32113.68827990889,2022-10-05,Closed,East
sdv-id-iDZxYd,sdv-id-pmfTcZ,2022-04-21,2022-04-19,Health,37317.68064770362,,Closed,East
sdv-id-AYIoMK,sdv-id-GxYUdT,2022-02-08,2022-02-06,Health,26100.951816504537,2022-06-14,Closed,West
sdv-id-otBRxJ,sdv-id-wextYu,2022-02-07,2022-02-06,Auto,12623.216560988476,2022-02-23,Closed,North
sdv-id-uzDHfw,sdv-id-NOfCGj,2022-02-25,2022-02-23,Liability,22836.961286334834,,Open,East
sdv-id-DEfdhm,sdv-id-aQrKEG,2022-04-16,2022-04-15,Liability,50008.81351861138,2022-07-02,Closed,West
sdv-id-jVjjYg,sdv-id-ueCRtX,2022-06-29,2022-06-26,Home,21173.603279860305,2022-07-14,Closed,South
sdv-id-CbzkWA,sdv-id-NEemfN,2022-07-09,2022-07-08,Auto,35706.61379260056,2022-07-10,Closed,North
sdv-id-xDrSST,sdv-id-kmGOsn,2022-05-03,2022-05-02,Health,39927.225698842594,2022-06-20,Closed,East
sdv-id-cnBbSw,sdv-id-lMreGm,2022-04-05,2022-04-03,Auto,54044.35366775047,2022-07-14,Closed,North
sdv-id-LnHaed,sdv-id-uZeKIk,2022-05-31,2022-05-30,Home,26528.09544002678,2022-07-15,Closed,South
sdv-id-RDXvSg,sdv-id-aWmUoK,2022-04-18,2022-04-16,Home,3857.697347227444,2022-06-09,Closed,South
sdv-id-VAbLlw,sdv-id-FIjVMi,2022-01-22,2022-01-19,Auto,23198.615809298244,2022-03-11,Closed,South
sdv-id-RYCuaq,sdv-id-Hikbii,2022-06-08,2022-06-07,Health,40157.99161314442,2022-07-29,Closed,East
sdv-id-Zpaqrv,sdv-id-MveSNt,2022-02-01,2022-01-31,Auto,18368.118754712836,2022-05-21,Closed,North
sdv-id-uutsHQ,sdv-id-KkLTHA,2022-05-14,2022-05-11,Liability,35829.45848431803,2022-05-15,Closed,West
sdv-id-qUbQmG,sdv-id-ESoofF,2022-01-15,2022-01-12,Health,8680.251829504989,2022-04-25,Closed,East
sdv-id-UtnOsS,sdv-id-WqdNay,2022-07-19,2022-07-18,Health,29911.70624562591,,Open,East
sdv-id-FULuiM,sdv-id-dOtWrE,2022-02-05,2022-02-02,Liability,41966.88706354448,2022-04-16,Closed,West
sdv-id-QjJPBf,sdv-id-naJekT,2022-06-19,2022-06-17,Health,47458.19230896907,,Open,East
sdv-id-vqyNyO,sdv-id-qXBvhQ,2022-04-25,2022-04-23,Home,54636.01087008756,,Closed,South
sdv-id-HwoAbv,sdv-id-RyDYsZ,2022-06-18,2022-06-18,Liability,28040.837024189237,2022-08-29,Closed,West
sdv-id-HIJkOe,sdv-id-YMvdvM,2022-04-17,2022-04-15,Home,370.5,,Closed,East
sdv-id-SqXzHr,sdv-id-bnRKKb,2022-06-06,2022-06-04,Home,41887.4692006341,,Open,South
sdv-id-dfAzCg,sdv-id-npJxKa,2022-05-01,2022-04-29,Liability,18746.926514002193,2022-05-30,Closed,West
sdv-id-XKkGaT,sdv-id-eZUfVe,2022-07-13,2022-07-10,Home,23904.45784037042,2022-08-04,Closed,East
sdv-id-SNsmoa,sdv-id-ftDkjM,2022-04-02,2022-03-31,Home,6663.796072334855,,Closed,North
sdv-id-ZrFfiC,sdv-id-xMrxLo,2022-04-20,2022-04-18,Liability,29138.174127033697,2022-06-05,Closed,West
sdv-id-hIWOJP,sdv-id-yzlvCW,2022-04-26,2022-04-25,Home,11237.81387605267,,Open,South
sdv-id-jLJEic,sdv-id-qQIZDu,2022-05-25,2022-05-24,Home,35997.401231354495,2022-09-03,Closed,East
sdv-id-sLOjTq,sdv-id-zstlrE,2022-04-24,2022-04-23,Health,34743.7760191357,,Closed,East
sdv-id-ubJDiZ,sdv-id-ejlQnu,2022-06-24,2022-06-20,Auto,370.5,2022-07-16,Closed,North
sdv-id-OqUjCc,sdv-id-rQZtQg,2022-02-06,2022-02-04,Home,40495.349055911385,2022-04-29,Closed,South
sdv-id-HZAWcn,sdv-id-Kfzzuj,2022-01-27,2022-01-27,Auto,43963.559913213874,2022-05-09,Closed,North
sdv-id-iipFKr,sdv-id-VYVatl,2022-01-18,2022-01-17,Health,14577.143121359715,2022-03-05,Closed,South
sdv-id-eMsLhm,sdv-id-aYfIrV,2022-05-26,2022-05-25,Health,370.5,2022-07-01,Closed,West
sdv-id-PKoPlE,sdv-id-qNLXBX,2022-04-23,2022-04-21,Health,36368.852848290924,,Closed,South
sdv-id-WuwEOV,sdv-id-esynwC,2022-03-03,2022-02-28,Auto,42160.751900805284,2022-03-09,Closed,North
sdv-id-hGHHXf,sdv-id-jQYIQX,2022-04-03,2022-04-01,Health,27573.115501157736,2022-05-14,Closed,East
sdv-id-mbPKep,sdv-id-kzGDcz,2022-07-23,2022-07-22,Home,12014.208643235483,2022-07-30,Closed,East
sdv-id-iHdqtU,sdv-id-FidSfE,2022-05-13,2022-05-10,Health,25425.287323611778,2022-06-08,Closed,East
sdv-id-OEHmRm,sdv-id-ALTXNA,2022-02-16,2022-02-14,Health,33196.3223913227,2022-04-17,Closed,East
sdv-id-NIIXcN,sdv-id-TLuoxk,2022-01-26,2022-01-26,Health,1962.6276659844916,2022-04-04,Closed,East
sdv-id-WUmDMi,sdv-id-pavJFD,2022-06-10,2022-06-09,Health,15042.218761294074,,Open,East
sdv-id-YFEwOW,sdv-id-YrvAlE,2022-06-28,2022-06-28,Home,28718.239633801786,,Closed,South
sdv-id-ZtuHSp,sdv-id-taNDTp,2022-07-12,2022-07-10,Health,41336.083922115635,2022-07-16,Closed,East
sdv-id-frxqBl,sdv-id-TyuVxx,2022-07-01,2022-06-29,Home,42868.54535184565,,Closed,South
sdv-id-GvRdRy,sdv-id-VkQeGB,2022-04-01,2022-03-30,Auto,61670.85490418701,2022-05-01,Closed,North
sdv-id-VNoZig,sdv-id-qoAnBn,2022-04-30,2022-04-29,Health,50826.36086695244,2022-05-22,Closed,West
sdv-id-dBAHLW,sdv-id-KhDOox,2022-06-21,2022-06-18,Home,40040.00216647696,,Open,South
sdv-id-hrhEsf,sdv-id-IATile,2022-03-29,2022-03-27,Home,38487.82535548826,2022-07-01,Closed,South
sdv-id-YMmdNF,sdv-id-bJHRjF,2022-05-18,2022-05-16,Auto,35823.74004828444,,Closed,North
sdv-id-lHjomn,sdv-id-qmPjMa,2022-04-02,2022-03-31,Auto,42736.72637521432,2022-06-05,Closed,North
sdv-id-MzLtAy,sdv-id-rtVxFB,2022-03-14,2022-03-12,Home,12085.277996990782,,Open,South
sdv-id-mdMmxl,sdv-id-ejvyoV,2022-03-21,2022-03-18,Home,30738.766915578908,,Open,East
sdv-id-quMngj,sdv-id-rYoKvX,2022-04-18,2022-04-16,Home,9451.68532506841,2022-06-04,Closed,East
sdv-id-rhopkR,sdv-id-GxBCPF,2022-01-25,2022-01-22,Home,39048.39345102915,2022-04-24,Closed,South
sdv-id-BmACAU,sdv-id-xXQcXT,2022-04-12,2022-04-10,Home,18940.586337163146,,Closed,South
sdv-id-NGjMby,sdv-id-uZyrsr,2022-03-27,2022-03-25,Health,8018.65029411023,,Closed,East
sdv-id-SWullC,sdv-id-YXGFxM,2022-07-06,2022-07-04,Liability,31075.34023077806,2022-08-18,Closed,West
sdv-id-WcjrQy,sdv-id-dQXSXn,2022-02-07,2022-02-03,Health,50733.34219387331,2022-04-23,Closed,East
sdv-id-RDueIJ,sdv-id-SHICKp,2022-05-02,2022-04-30,Health,25588.166463587193,,Closed,East
sdv-id-cmsZAI,sdv-id-xqDMAF,2022-01-11,2022-01-08,Home,46081.71585074339,,Open,South
sdv-id-IZQhHI,sdv-id-FLbRUC,2022-06-30,2022-06-27,Auto,13203.452164819058,,Closed,North
sdv-id-mhmyLc,sdv-id-ZSYGEH,2022-03-20,2022-03-18,Home,40643.86417812735,2022-06-01,Closed,South
sdv-id-oNagUC,sdv-id-OfBeae,2022-02-13,2022-02-11,Health,30709.81096074416,2022-04-06,Closed,East
sdv-id-bTiWPz,sdv-id-BSdDcu,2022-05-06,2022-05-03,Auto,370.5,2022-05-07,Closed,North
sdv-id-MNSxDh,sdv-id-HgSDUv,2022-01-20,2022-01-19,Health,28280.342054743767,2022-03-21,Closed,East
sdv-id-AQzmhR,sdv-id-azhCqL,2022-07-11,2022-07-07,Home,40852.802400206274,2022-08-24,Closed,South
sdv-id-kwfqtq,sdv-id-HhbcWQ,2022-07-23,2022-07-22,Auto,40617.92443503199,2022-09-28,Closed,North
sdv-id-hOLMGx,sdv-id-wBUdqw,2022-04-05,2022-04-03,Health,45144.88505390368,2022-05-23,Closed,East
sdv-id-KdYlTy,sdv-id-YuqCvJ,2022-05-14,2022-05-12,Health,18647.25657012623,2022-07-04,Closed,East
sdv-id-PIDuuO,sdv-id-fYQDzQ,2022-01-18,2022-01-17,Auto,13613.488345093729,2022-03-16,Closed,North
sdv-id-qGmXmg,sdv-id-rTsANo,2022-04-03,2022-03-30,Health,42745.571884347104,2022-05-28,Closed,East
sdv-id-iPTchX,sdv-id-SRESzE,2022-04-22,2022-04-20,Home,46237.45095212942,2022-07-02,Closed,East
sdv-id-ZfzszG,sdv-id-eqSjVT,2022-07-23,2022-07-22,Liability,4253.716775338977,2022-07-24,Closed,West
sdv-id-IHRffM,sdv-id-ahYSiP,2022-07-23,2022-07-22,Health,59214.45959171861,2022-10-12,Closed,East
sdv-id-ZZxtlk,sdv-id-JJxksH,2022-01-16,2022-01-14,Liability,674.4367220550193,,Open,West
sdv-id-nKBSWE,sdv-id-ZFdoAF,2022-01-28,2022-01-25,Liability,34177.191535051206,2022-05-09,Closed,West
sdv-id-DmLBuZ,sdv-id-ukcFxM,2022-05-12,2022-05-11,Health,14088.309129939273,2022-07-21,Closed,East
sdv-id-sVxmwd,sdv-id-jcuImU,2022-03-30,2022-03-27,Home,21262.500423014182,2022-06-21,Closed,East
sdv-id-ZqRuSn,sdv-id-UfgLpw,2022-02-07,2022-02-04,Health,370.5,2022-03-05,Closed,East
sdv-id-dppIpc,sdv-id-GkAonT,2022-01-30,2022-01-28,Health,27157.42567327387,2022-04-07,Closed,South
sdv-id-mHUJga,sdv-id-vPDBUc,2022-04-29,2022-04-25,Auto,61507.70541925735,2022-06-11,Closed,North
sdv-id-wfLWZq,sdv-id-FJTPlZ,2022-02-24,2022-02-23,Health,45452.61388811437,,Closed,East
sdv-id-NJFEdx,sdv-id-VJJlBy,2022-01-22,2022-01-19,Home,37901.849375256934,2022-04-24,Closed,South
sdv-id-ryqRdQ,sdv-id-kTlpwb,2022-01-12,2022-01-11,Liability,32500.828263731903,2022-03-26,Closed,West
sdv-id-SYwOPa,sdv-id-VjToWW,2022-01-30,2022-01-27,Health,2172.6249304984412,,Open,East
sdv-id-qbCreK,sdv-id-PgSlqx,2022-04-23,2022-04-20,Health,20278.232116197218,2022-06-28,Closed,East
sdv-id-jdOFaX,sdv-id-nlUuhH,2022-02-04,2022-02-01,Health,27012.568902598916,,Closed,East
sdv-id-IWthlc,sdv-id-SQKMHQ,2022-07-23,2022-07-22,Health,2706.2356168176448,2022-07-24,Closed,East
sdv-id-qMvAYp,sdv-id-SPWyME,2022-04-16,2022-04-14,Home,370.5,2022-06-11,Closed,North
sdv-id-OioVsA,sdv-id-sSSYhQ,2022-03-17,2022-03-14,Home,30539.662893414355,,Open,South
sdv-id-FREwyK,sdv-id-sChZRO,2022-01-30,2022-01-28,Liability,34919.65364783835,,Closed,West
sdv-id-gAjjkd,sdv-id-ekncIJ,2022-04-10,2022-04-07,Liability,49372.240553187614,2022-06-13,Closed,West
sdv-id-wpWefE,sdv-id-vsdvWB,2022-05-07,2022-05-05,Auto,9180.838607465972,,Open,North
sdv-id-DtCjLk,sdv-id-EbTwOG,2022-07-23,2022-07-22,Auto,33819.044196459254,2022-10-12,Closed,South
sdv-id-LzhgEG,sdv-id-ZxtHkQ,2022-05-20,2022-05-19,Liability,47090.02429485142,2022-08-03,Closed,East
sdv-id-wXGixJ,sdv-id-FNygme,2022-05-26,2022-05-25,Auto,13854.908071819798,,Open,North
sdv-id-unpwAT,sdv-id-QoDLOt,2022-02-06,2022-02-05,Liability,20626.151774071932,2022-04-29,Closed,East
sdv-id-wMYUql,sdv-id-BoLvdx,2022-03-22,2022-03-21,Health,19347.813819197407,2022-06-07,Closed,East
sdv-id-vOJVFg,sdv-id-wHGykn,2022-03-24,2022-03-23,Home,699.5469241389255,,Closed,South
sdv-id-yVaAEc,sdv-id-gwLXRv,2022-03-03,2022-02-28,Health,23345.828974687243,2022-06-11,Closed,East
sdv-id-xAOpXy,sdv-id-cgvkHQ,2022-03-28,2022-03-26,Home,10909.18702570106,2022-05-01,Closed,South
sdv-id-cCIYEg,sdv-id-RFhAXz,2022-03-20,2022-03-18,Liability,41059.91834529009,2022-07-28,Closed,West
sdv-id-mnZmHt,sdv-id-VDlhFC,2022-03-29,2022-03-28,Home,6992.797498896412,2022-06-03,Closed,East
sdv-id-SybqMh,sdv-id-zFmQSw,2022-06-12,2022-06-08,Liability,72546.69820088011,2022-06-18,Closed,West
sdv-id-qLhiAh,sdv-id-ZuFNJE,2022-03-25,2022-03-24,Auto,14034.149610765668,2022-04-04,Closed,North
sdv-id-igJoJM,sdv-id-iCLVZZ,2022-04-12,2022-04-10,Home,28758.826155488463,2022-05-24,Closed,South
sdv-id-uRjFrK,sdv-id-kgAmXX,2022-04-24,2022-04-22,Health,22786.299854387147,,Closed,East
sdv-id-jvrCUc,sdv-id-BemtcM,2022-03-21,2022-03-18,Liability,60454.22243756116,2022-04-19,Closed,West
sdv-id-nqZrQX,sdv-id-XqIBhN,2022-07-09,2022-07-07,Health,26440.075665894303,2022-09-15,Closed,East
sdv-id-SesPJx,sdv-id-mkYnNB,2022-06-16,2022-06-14,Auto,20158.40107931879,2022-07-14,Closed,North
sdv-id-lFcSxI,sdv-id-wcSHyv,2022-07-23,2022-07-22,Auto,18280.939901793245,2022-08-19,Closed,North
sdv-id-nthDDs,sdv-id-cIzxZA,2022-03-13,2022-03-11,Liability,25414.955395281162,2022-06-10,Closed,West
sdv-id-NcKDbW,sdv-id-lCiAuN,2022-02-05,2022-02-03,Liability,30730.881550935555,2022-03-19,Closed,East
sdv-id-uSCKBj,sdv-id-onTjpS,2022-05-14,2022-05-11,Auto,18139.07411462054,2022-07-15,Closed,North
sdv-id-kgvRen,sdv-id-aCfecU,2022-01-29,2022-01-26,Auto,370.5,2022-04-02,Closed,South
sdv-id-tJWMGG,sdv-id-rAIDLk,2022-02-28,2022-02-27,Home,11983.78095929458,2022-05-28,Closed,South
sdv-id-ZJZHXw,sdv-id-iGwPHQ,2022-02-25,2022-02-24,Home,52934.70604663118,2022-06-15,Closed,South
sdv-id-KJXAGq,sdv-id-YXcQWn,2022-04-22,2022-04-20,Health,16752.456738123907,,Closed,East
sdv-id-ocSptZ,sdv-id-PXlgBQ,2022-04-02,2022-03-29,Liability,29900.537797143028,2022-04-12,Closed,East
sdv-id-MmBjRa,sdv-id-twhQPC,2022-03-05,2022-03-02,Auto,34501.296925623275,,Closed,North
sdv-id-fgmEJk,sdv-id-TQyVnM,2022-02-08,2022-02-05,Health,28636.883412928237,2022-03-23,Closed,East
sdv-id-llqNiW,sdv-id-WLXRaE,2022-01-23,2022-01-22,Home,20087.717591114393,,Open,South
sdv-id-LGKBhx,sdv-id-Cgipof,2022-06-03,2022-05-31,Auto,8395.698041090982,2022-07-12,Closed,North
sdv-id-HjVMqS,sdv-id-msVnRT,2022-03-02,2022-02-27,Home,24628.64253856571,2022-06-08,Closed,South
sdv-id-JdOQPk,sdv-id-RhZwca,2022-07-23,2022-07-22,Home,48685.48610081033,2022-10-12,Closed,South
sdv-id-hWSLMd,sdv-id-rBVUqx,2022-01-02,2022-01-01,Auto,13505.393333295757,2022-02-14,Closed,North
sdv-id-Shjzse,sdv-id-hDFaeG,2022-06-25,2022-06-21,Home,12962.930400322142,2022-08-07,Closed,East
sdv-id-vnKeEr,sdv-id-sMxHeZ,2022-01-30,2022-01-27,Auto,370.5,2022-02-26,Closed,North
sdv-id-bdgywl,sdv-id-cVYIOE,2022-03-08,2022-03-06,Liability,54681.1428204893,2022-04-02,Closed,West
sdv-id-dYDNpn,sdv-id-hmMLTt,2022-04-16,2022-04-15,Liability,10518.61961863536,,Closed,East
sdv-id-vyrZNa,sdv-id-YvdYxG,2022-06-30,2022-06-28,Health,32531.55105807603,2022-07-23,Closed,South
sdv-id-hNNoGS,sdv-id-VoNZrW,2022-03-30,2022-03-27,Health,370.5,2022-05-07,Closed,South
sdv-id-DWkNDI,sdv-id-bzudxJ,2022-02-12,2022-02-10,Home,12970.45316946052,2022-06-02,Closed,South
sdv-id-ysivKR,sdv-id-GOKUvX,2022-02-21,2022-02-18,Home,23731.384683820022,2022-05-26,Closed,East
sdv-id-oySlEu,sdv-id-PNDnAd,2022-04-01,2022-03-31,Home,11964.666031708686,2022-05-10,Closed,East
sdv-id-SfVUQA,sdv-id-YHHYVP,2022-05-10,2022-05-08,Health,34259.67862947124,2022-07-24,Closed,East
sdv-id-LRLYlC,sdv-id-SuKArf,2022-05-17,2022-05-14,Health,25936.63587318153,2022-05-21,Closed,South
sdv-id-dleRDk,sdv-id-pmNdkM,2022-02-24,2022-02-21,Home,11144.521756070852,2022-03-02,Closed,South
sdv-id-kVyxYv,sdv-id-SXhQwG,2022-03-02,2022-02-27,Health,32635.44527530817,2022-04-19,Closed,West
sdv-id-eRFkKm,sdv-id-MXlOmD,2022-04-16,2022-04-14,Liability,34008.631245150995,2022-07-12,Closed,West
sdv-id-lqvLlv,sdv-id-KeDscp,2022-06-18,2022-06-17,Health,39684.769828011544,2022-07-24,Closed,East
sdv-id-TUbOOv,sdv-id-HYZXdA,2022-03-06,2022-03-04,Home,29651.407519827135,2022-06-07,Closed,South
sdv-id-LTdvTI,sdv-id-DdnnuB,2022-04-20,2022-04-19,Auto,34235.716725601495,2022-07-13,Closed,South
sdv-id-mdrjYt,sdv-id-MTJjmT,2022-03-28,2022-03-25,Health,41124.36729672665,2022-05-10,Closed,South
sdv-id-qKzQVw,sdv-id-LAPsUq,2022-02-20,2022-02-17,Auto,7958.221825697226,2022-03-27,Closed,North
sdv-id-zdxLGP,sdv-id-klfCOQ,2022-04-02,2022-03-29,Liability,42813.82493046965,2022-06-13,Closed,West
sdv-id-DSIRHs,sdv-id-EpiZsM,2022-03-18,2022-03-17,Auto,37881.7002182715,2022-06-29,Closed,North
sdv-id-grOgRs,sdv-id-whDDal,2022-01-26,2022-01-24,Health,31462.702323632177,2022-04-17,Closed,East
sdv-id-Ptwnap,sdv-id-eLeybj,2022-07-23,2022-07-22,Auto,32291.008321159516,,Closed,North
sdv-id-zANnyz,sdv-id-frkvqd,2022-03-17,2022-03-15,Liability,25473.835694604986,2022-06-15,Closed,West
sdv-id-zYJZuH,sdv-id-kpvcZF,2022-05-26,2022-05-23,Health,6434.2712214554995,,Open,West
sdv-id-rLSVPN,sdv-id-LywVCI,2022-07-23,2022-07-22,Health,49917.796812570945,2022-07-24,Closed,South
sdv-id-uBsaGR,sdv-id-vuzyDT,2022-03-18,2022-03-16,Health,35895.68002384065,,Closed,East
sdv-id-ESdGvu,sdv-id-VZfEVT,2022-07-05,2022-07-03,Auto,19078.259505553353,,Open,North
sdv-id-TYgXDS,sdv-id-cOJCwL,2022-04-14,2022-04-11,Liability,49250.627822006776,,Closed,East
sdv-id-WAGGBa,sdv-id-jjgCIo,2022-07-23,2022-07-22,Health,65581.98337160352,2022-08-22,Closed,East
sdv-id-KZLBZW,sdv-id-wPVQNe,2022-06-13,2022-06-10,Home,14939.208873639685,2022-07-16,Closed,North
sdv-id-TAIbbZ,sdv-id-MeapCR,2022-01-02,2022-01-01,Liability,4147.072949140154,2022-01-26,Closed,West
sdv-id-VULqhA,sdv-id-NfGlNH,2022-07-12,2022-07-10,Home,43731.45002533781,2022-09-18,Closed,South
